Date,Open,High,Low,Close,Adj Close,Volume
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.89865112304688,161940000
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,78.0457763671875,162234000
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,79.67945098876953,216229200
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,79.56399536132812,126743200
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,76.03621673583984,199588400
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.827392578125,173788400
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,78.33073425292969,136616400
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.96949768066406,118826800
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.89318084716797,105425600
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.80722045898438,117684000
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,79.1815185546875,109348800
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.70378112792969,94323200
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,80.57283020019531,113730400
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.99906158447266,94747600
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,80.0187759399414,80113600
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,78.55358123779297,152531200
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.69124603271484,93984000
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.87370300292969,100566000
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,77.0884017944336,129554000
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,73.42666625976562,222195200
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.93954467773438,230673600
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,72.06491088867188,198054800
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,67.35415649414062,320605600
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,67.31474304199219,426510000
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,73.58180236816406,341397200
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,71.2448959350586,319475600
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,74.549560546875,219178400
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,72.13140106201172,187572800
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,71.17347717285156,226176800
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,65.54423522949219,286744800
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,70.26482391357422,285290000
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.82450103759766,255598800
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,61.126502990722656,418474000
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,68.4499740600586,370732000
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.64408493041992,322423600
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,62.266639709472656,324056000
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.74235534667969,300233600
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,60.276947021484375,271857200
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,56.45022964477539,401693200
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,55.250999450683594,336752800
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.794071197509766,287531200
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,60.459171295166016,303602000
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.64071273803711,252087200
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,61.0058479309082,204216800
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.746826171875,167976400
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.61878204345703,197002000
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,59.3239631652832,176218400
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,60.31388473510742,165934000
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,59.447086334228516,129880000
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,64.63311004638672,201820400
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.88449478149414,202887200
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,65.51961517333984,168895200
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.99238586425781,161834800
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,67.28768157958984,131022800
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,70.68590545654297,194994800
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,70.04074096679688,131154400
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,70.59727478027344,157125200
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,69.63933563232422,215250000
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,68.19387817382812,130015200
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,66.08596801757812,180991600
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.98948669433594,116862400
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.7259750366211,124814400
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,69.68120574951172,126161200
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.73046875,117087600
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,68.60018157958984,112004800
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.85336303710938,137280800
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,72.34809112548828,183064000
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,71.18333435058594,240616800
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,72.19049072265625,133568000
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,73.27399444580078,147751200
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,74.02997589111328,142333600
